key,arabic,english,french,ar_source,en_source,fr_source,translation_status,use_count,first_used_in
On,في,On,Le,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml
On account,آجل (على الحساب),On account,À crédit,view,view,view,translated in all three,1,CrossBuy/Views/Pos/PaymentMethods.cshtml
On file,متوفر,On file,Au dossier,view,view,view,translated in all three,1,CrossBuy/Views/EmployeeOnboarding/Index.cshtml
On hand,الرصيد,On hand,En stock,view,view,view,translated in all three,10,CrossBuy/Views/Accounting/AiInsights.cshtml
On hand per warehouse,الرصيد لكل مخزن,On hand per warehouse,En stock par entrepôt,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
On hold,معلّق,On hold,On hold,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Project/Dashboard.cshtml
On leave,في إجازة,On leave,On leave,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Admin/Index.cshtml
On leave today,في إجازة اليوم,On leave today,On leave today,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Admin/Index.cshtml
"On post: Dr project execution cost (510104) / Cr depreciation expense (520103) — the equipment's depreciation share is reclassified into project cost, tagged to the project. Accumulated depreciation and the depreciation schedule are not affected.",عند الترحيل: مدين تكلفة تنفيذ المشاريع (510104) / دائن مصروف الإهلاك (520103) — تُعاد تصنيف حصة إهلاك المعدة إلى تكلفة المشروع موسومةً به. مجمّع الإهلاك وجدول الإهلاك لا يتأثران.,"On post: Dr project execution cost (510104) / Cr depreciation expense (520103) — the equipment's depreciation share is reclassified into project cost, tagged to the project. Accumulated depreciation and the depreciation schedule are not affected.","À la comptabilisation : Dr coût d'exécution du projet (510104) / Cr charge d'amortissement (520103) — la quote-part d'amortissement de l'équipement est reclassée en coût du projet, rattachée au projet. L'amortissement cumulé et le plan d'amortissement ne sont pas affectés.",view,view,view,translated in all three,1,CrossBuy/Views/Project/EquipmentDepreciation.cshtml
"On post: Dr project execution cost (510104) / Cr salaries (520101) — actual salary reclassified into project cost, tagged to the project. Cost = timesheet hours × hourly cost.",عند الترحيل: مدين تكلفة تنفيذ المشاريع (510104) / دائن الرواتب (520101) — إعادة تصنيف الراتب الفعلي إلى تكلفة المشروع، موسوم بالمشروع. التكلفة = ساعات التايم شيت × سعر الساعة.,"On post: Dr project execution cost (510104) / Cr salaries (520101) — actual salary reclassified into project cost, tagged to the project. Cost = timesheet hours × hourly cost.","À la comptabilisation : Débit coût exécution projets (510104) / Crédit salaires (520101) — salaire réel reclassé en coût projet, affecté au projet. Coût = heures × coût horaire.",view,view,view,translated in all three,1,CrossBuy/Views/Project/Labor.cshtml
On post: Dr project execution cost (510104) [project] + VAT input / Cr vendor (AP) — via a purchase invoice; retention → Dr AP / Cr 2105 (settlement payment). ap_sub stays reconciled.,عند الترحيل: مدين تكلفة تنفيذ المشروع (510104) [المشروع] + ض.ق.م مدخلات / دائن المورّد (الدائنون) — عبر فاتورة شراء؛ المحتجز → مدين الدائنون / دائن 2105 (دفعة تسوية). ap_sub يبقى متطابقًا.,On post: Dr project execution cost (510104) [project] + VAT input / Cr vendor (AP) — via a purchase invoice; retention → Dr AP / Cr 2105 (settlement payment). ap_sub stays reconciled.,À la comptabilisation : Débit coût exécution (510104) [projet] + TVA déductible / Crédit fournisseur (dettes) — via facture d'achat ; retenue → Débit dettes / Crédit 2105. ap_sub reste réconcilié.,view,view,view,translated in all three,1,CrossBuy/Views/Project/Subcontracts.cshtml
"On sales (order/invoice) the net sell price — converted to the functional currency — is compared to (current average cost × (1 + margin%)). Foreign documents are converted first, so the floor works in any invoice currency. Each item can override the % on its card. Items with no known cost are skipped (no false block). Quotations only warn.",عند البيع (أمر بيع/فاتورة) يُقارَن صافي سعر البيع — محوّلًا للعملة الوظيفية — بـ (متوسط التكلفة الحالي × (1 + الهامش%)). المستند الأجنبي يُحوَّل قبل المقارنة فيعمل الحدّ مهما كانت عملة الفاتورة. يمكن تجاوز النسبة لكل صنف من بطاقة الصنف. الأصناف بلا تكلفة معروفة تُستثنى (لا منع خاطئ). عروض الأسعار تُنبّه فقط.,"On sales (order/invoice) the net sell price — converted to the functional currency — is compared to (current average cost × (1 + margin%)). Foreign documents are converted first, so the floor works in any invoice currency. Each item can override the % on its card. Items with no known cost are skipped (no false block). Quotations only warn.","Sur les ventes (commande/facture), le prix de vente net — converti dans la devise fonctionnelle — est comparé à (coût moyen actuel × (1 + marge%)). Les documents en devise étrangère sont convertis d'abord, de sorte que le plancher fonctionne dans n'importe quelle devise de facture. Chaque article peut substituer le % sur sa fiche. Les articles sans coût connu sont ignorés (aucun blocage erroné). Les devis avertissent seulement.",view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Settings.cshtml
"On saving a sales order/invoice: if any line's discount exceeds this ceiling, Warn allows + notifies, and Block rejects unless the user has manage authority (approval). Discount% = discount amount ÷ (price×qty).",عند حفظ أمر بيع/فاتورة: إذا تجاوز خصم أي سطر هذا الحدّ، «تنبيه» يسمح ويُشعر، و«منع» يرفض المستند إلا لمن يملك صلاحية الإدارة (اعتماد). الخصم% = مبلغ الخصم ÷ (السعر×الكمية).,"On saving a sales order/invoice: if any line's discount exceeds this ceiling, Warn allows + notifies, and Block rejects unless the user has manage authority (approval). Discount% = discount amount ÷ (price×qty).","Lors de l'enregistrement d'une commande client/facture : si la remise d'une ligne dépasse ce plafond, Avertir autorise + notifie, et Bloquer rejette sauf si l'utilisateur dispose de l'autorité de gestion (approbation). Remise% = montant de la remise ÷ (prix×qté).",view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Settings.cshtml
On track,ملتزم,On track,On track,view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Crm/Tickets.cshtml
On-hand,الأرصدة,On-hand,En stock,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/Index.cshtml
On-premises model,نموذج داخل المنشأة,On-premises model,Modèle sur site,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/AiInsights.cshtml
Onboarding checklist,قائمة متطلبات الالتحاق,Onboarding checklist,Liste d'intégration,view,view,view,translated in all three,1,CrossBuy/Views/EmployeeOnboarding/Index.cshtml
"Once approved, late minutes within this window are waived in attendance and payroll.",عند الاعتماد يُلغى احتساب التأخير على هذه النافذة في الحضور والراتب.,"Once approved, late minutes within this window are waived in attendance and payroll.","Une fois approuvée, les minutes de retard dans cette plage sont annulées dans la présence et la paie.",view,view,view,translated in all three,1,CrossBuy/Views/People/Requests.cshtml
One month's depreciation is computed for all active assets and posted as a single entry.,سيتم احتساب قسط شهر واحد لكل الأصول النشطة وترحيل قيد واحد.,One month's depreciation is computed for all active assets and posted as a single entry.,L'amortissement d'un mois est calculé pour toutes les immobilisations actives et comptabilisé en une seule écriture.,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/DepreciationRuns.cshtml
"Only JPG, JPEG, PNG files allowed.",يُسمح فقط بملفات JPG وJPEG وPNG.,"Only JPG, JPEG, PNG files allowed.","Seuls les fichiers JPG, JPEG, PNG sont autorisés.",view,view,view,translated in all three,1,CrossBuy/Views/Admin/EmployeeData.cshtml
Only cash is active now,النقدي فقط مفعّل حاليًا,Only cash is active now,Seul le paiement en espèces est actif actuellement,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
"Only image files are allowed (PNG, JPG, WEBP).",يُسمح بملفات الصور فقط (PNG، JPG، WEBP).,"Only image files are allowed (PNG, JPG, WEBP).","Only image files are allowed (PNG, JPG, WEBP).",view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Only items that have defined components appear here.,تظهر هنا الأصناف التي لها مكوّنات معرّفة فقط.,Only items that have defined components appear here.,Seuls les articles ayant des composants définis apparaissent ici.,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/NewWorkOrder.cshtml
Only the most recent entries are shown,يُعرض أحدث ٢٠٠ حدث فقط — الأقدم غير معروض,Only the most recent entries are shown,Only the most recent entries are shown,shared,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Shared/_DocEventTimeline.cshtml
Op,عملية,Op,Op.,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ItemForm.cshtml
Open,فتح,Open,Ouvrir,view,view,view,translated in all three,36,CrossBuy/Views/Accounting/DepreciationRuns.cshtml
Open & enter,Open & enter,Open & enter,Open & enter,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/PosApp/Start.cshtml
Open Leads,عملاء محتملون,Open Leads,Pistes ouvertes,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/Executive.cshtml
Open WIP,تحت التشغيل المفتوح,Open WIP,En-cours ouvert,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/ManufDashboard.cshtml
Open a new shift or continue the open one.,افتح وردية جديدة أو تابع المفتوحة.,Open a new shift or continue the open one.,Ouvrez un nouveau service ou continuez celui en cours.,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Start.cshtml
Open a saved template first — there is nothing to copy.,افتح قالبًا محفوظًا أولًا — لا يوجد ما يُنسخ.,Open a saved template first — there is nothing to copy.,Ouvrez d'abord un modèle enregistré — il n'y a rien à copier.,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Viewer.cshtml
Open activities,أنشطة مفتوحة,Open activities,Activités ouvertes,view,view,view,translated in all three,2,CrossBuy/Views/Crm/Index.cshtml
Open asset,فتح الأصل,Open asset,Ouvrir l'actif,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/MaintenanceDue.cshtml
Open calendar,فتح التقويم,Open calendar,Ouvrir le calendrier,shared,fallback-to-key,shared,english falls back to key text,1,CrossBuy/Views/Shared/_CalendarReminders.cshtml
Open credit balance,الرصيد الدائن,Open balance,Solde d'ouverture,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/OpeningBalances.cshtml
Open cycle,فتح,Open,Ouvrir,view,view,view,translated in all three,1,CrossBuy/Views/Admin/Appraisals.cshtml
